City,Date,Burned_Area_hectares
Ganja,2020-01-01,0.0
Ganja,2020-02-01,0.0
Ganja,2020-03-01,0.0
Ganja,2020-04-01,0.0
Ganja,2020-05-01,0.0
Ganja,2020-06-01,0.0
Ganja,2020-07-01,0.0
Ganja,2020-08-01,0.0
Ganja,2020-09-01,0.0
Ganja,2020-10-01,0.0
Ganja,2020-11-01,0.0
Ganja,2020-12-01,0.0
Ganja,2021-01-01,0.0
Ganja,2021-02-01,0.0
Ganja,2021-03-01,0.0
Ganja,2021-04-01,0.0
Ganja,2021-05-01,0.0
Ganja,2021-06-01,0.0
Ganja,2021-07-01,0.0
Ganja,2021-08-01,0.0
Ganja,2021-09-01,0.0
Ganja,2021-10-01,0.0
Ganja,2021-11-01,0.0
Ganja,2021-12-01,0.0
Ganja,2022-01-01,0.0
Ganja,2022-02-01,0.0
Ganja,2022-03-01,0.0
Ganja,2022-04-01,0.0
Ganja,2022-05-01,0.0
Ganja,2022-06-01,0.0
Ganja,2022-07-01,0.0
Ganja,2022-08-01,0.0
Ganja,2022-09-01,0.0
Ganja,2022-10-01,0.0
Ganja,2022-11-01,0.0
Ganja,2022-12-01,0.0
Ganja,2023-01-01,0.0
Ganja,2023-02-01,0.0
Ganja,2023-03-01,0.0
Ganja,2023-04-01,0.0
Ganja,2023-05-01,0.0
Ganja,2023-06-01,0.0
Ganja,2023-07-01,0.0
Ganja,2023-08-01,0.0
Ganja,2023-09-01,0.0
Ganja,2023-10-01,0.0
Ganja,2023-11-01,0.0
Ganja,2023-12-01,0.0
Ganja,2024-01-01,0.0
Ganja,2024-02-01,0.0
Ganja,2024-03-01,0.0
Ganja,2024-04-01,0.0
Ganja,2024-05-01,0.0
Ganja,2024-06-01,0.0
Ganja,2024-07-01,0.0
Ganja,2024-08-01,0.0
Ganja,2024-09-01,0.0
Ganja,2024-10-01,0.0
Ganja,2024-11-01,0.0
Ganja,2024-12-01,0.0
Ganja,2025-01-01,0.0
Ganja,2025-02-01,0.0
Ganja,2025-03-01,0.0
Ganja,2025-04-01,0.0
Ganja,2025-05-01,0.0
Ganja,2025-06-01,0.0
Ganja,2025-07-01,0.0
Ganja,2025-08-01,0.0
Ganja,2025-09-01,0.0
Ganja,2025-10-01,0.0
Ganja,2025-11-01,0.0
Ganja,2025-12-01,0.0
Ganja,2026-01-01,0.0
Ganja,2026-02-01,0.0
Baku,2020-01-01,0.0
Baku,2020-02-01,0.0
Baku,2020-03-01,0.0
Baku,2020-04-01,0.0
Baku,2020-05-01,0.0
Baku,2020-06-01,0.0
Baku,2020-07-01,0.0
Baku,2020-08-01,0.0
Baku,2020-09-01,0.0
Baku,2020-10-01,0.0
Baku,2020-11-01,0.0
Baku,2020-12-01,0.0
Baku,2021-01-01,0.0
Baku,2021-02-01,0.0
Baku,2021-03-01,0.0
Baku,2021-04-01,0.0
Baku,2021-05-01,0.0
Baku,2021-06-01,0.0
Baku,2021-07-01,0.0
Baku,2021-08-01,0.0
Baku,2021-09-01,0.0
Baku,2021-10-01,0.0
Baku,2021-11-01,0.0
Baku,2021-12-01,0.0
Baku,2022-01-01,0.0
Baku,2022-02-01,0.0
Baku,2022-03-01,0.0
Baku,2022-04-01,0.0
Baku,2022-05-01,0.0
Baku,2022-06-01,0.0
Baku,2022-07-01,0.0
Baku,2022-08-01,0.0
Baku,2022-09-01,0.0
Baku,2022-10-01,0.0
Baku,2022-11-01,0.0
Baku,2022-12-01,0.0
Baku,2023-01-01,0.0
Baku,2023-02-01,0.0
Baku,2023-03-01,0.0
Baku,2023-04-01,0.0
Baku,2023-05-01,0.0
Baku,2023-06-01,0.0
Baku,2023-07-01,0.0
Baku,2023-08-01,0.0
Baku,2023-09-01,0.0
Baku,2023-10-01,0.0
Baku,2023-11-01,0.0
Baku,2023-12-01,0.0
Baku,2024-01-01,0.0
Baku,2024-02-01,0.0
Baku,2024-03-01,0.0
Baku,2024-04-01,0.0
Baku,2024-05-01,0.0
Baku,2024-06-01,0.0
Baku,2024-07-01,0.0
Baku,2024-08-01,0.0
Baku,2024-09-01,0.0
Baku,2024-10-01,0.0
Baku,2024-11-01,0.0
Baku,2024-12-01,0.0
Baku,2025-01-01,0.0
Baku,2025-02-01,0.0
Baku,2025-03-01,0.0
Baku,2025-04-01,0.0
Baku,2025-05-01,0.0
Baku,2025-06-01,0.0
Baku,2025-07-01,0.0
Baku,2025-08-01,0.0
Baku,2025-09-01,0.0
Baku,2025-10-01,0.0
Baku,2025-11-01,0.0
Baku,2025-12-01,0.0
Baku,2026-01-01,0.0
Baku,2026-02-01,0.0
Zaqatala,2020-01-01,0.0
Zaqatala,2020-02-01,0.0
Zaqatala,2020-03-01,0.0
Zaqatala,2020-04-01,0.0
Zaqatala,2020-05-01,0.0
Zaqatala,2020-06-01,0.0
Zaqatala,2020-07-01,0.0
Zaqatala,2020-08-01,0.0
Zaqatala,2020-09-01,0.0
Zaqatala,2020-10-01,0.0
Zaqatala,2020-11-01,0.0
Zaqatala,2020-12-01,0.0
Zaqatala,2021-01-01,0.0
Zaqatala,2021-02-01,0.0
Zaqatala,2021-03-01,0.0
Zaqatala,2021-04-01,0.0
Zaqatala,2021-05-01,0.0
Zaqatala,2021-06-01,0.0
Zaqatala,2021-07-01,0.0
Zaqatala,2021-08-01,0.0
Zaqatala,2021-09-01,0.0
Zaqatala,2021-10-01,25.0368734375
Zaqatala,2021-11-01,0.0
Zaqatala,2021-12-01,0.0
Zaqatala,2022-01-01,0.0
Zaqatala,2022-02-01,0.0
Zaqatala,2022-03-01,0.0
Zaqatala,2022-04-01,0.0
Zaqatala,2022-05-01,0.0
Zaqatala,2022-06-01,0.0
Zaqatala,2022-07-01,0.0
Zaqatala,2022-08-01,0.0
Zaqatala,2022-09-01,0.0
Zaqatala,2022-10-01,0.0
Zaqatala,2022-11-01,0.0
Zaqatala,2022-12-01,0.0
Zaqatala,2023-01-01,0.0
Zaqatala,2023-02-01,0.0
Zaqatala,2023-03-01,0.0
Zaqatala,2023-04-01,0.0
Zaqatala,2023-05-01,0.0
Zaqatala,2023-06-01,0.0
Zaqatala,2023-07-01,0.0
Zaqatala,2023-08-01,0.0
Zaqatala,2023-09-01,0.0
Zaqatala,2023-10-01,0.0
Zaqatala,2023-11-01,0.0
Zaqatala,2023-12-01,0.0
Zaqatala,2024-01-01,0.0
Zaqatala,2024-02-01,0.0
Zaqatala,2024-03-01,0.0
Zaqatala,2024-04-01,0.0
Zaqatala,2024-05-01,0.0
Zaqatala,2024-06-01,0.0
Zaqatala,2024-07-01,0.0
Zaqatala,2024-08-01,0.0
Zaqatala,2024-09-01,0.0
Zaqatala,2024-10-01,0.0
Zaqatala,2024-11-01,0.0
Zaqatala,2024-12-01,0.0
Zaqatala,2025-01-01,0.0
Zaqatala,2025-02-01,0.0
Zaqatala,2025-03-01,0.0
Zaqatala,2025-04-01,0.0
Zaqatala,2025-05-01,0.0
Zaqatala,2025-06-01,0.0
Zaqatala,2025-07-01,0.0
Zaqatala,2025-08-01,0.0
Zaqatala,2025-09-01,0.0
Zaqatala,2025-10-01,0.0
Zaqatala,2025-11-01,0.0
Zaqatala,2025-12-01,0.0
Zaqatala,2026-01-01,0.0
Zaqatala,2026-02-01,0.0
Lankaran,2020-01-01,0.0
Lankaran,2020-02-01,0.0
Lankaran,2020-03-01,0.0
Lankaran,2020-04-01,0.0
Lankaran,2020-05-01,0.0
Lankaran,2020-06-01,0.0
Lankaran,2020-07-01,0.0
Lankaran,2020-08-01,0.0
Lankaran,2020-09-01,0.0
Lankaran,2020-10-01,0.0
Lankaran,2020-11-01,0.0
Lankaran,2020-12-01,0.0
Lankaran,2021-01-01,0.0
Lankaran,2021-02-01,0.0
Lankaran,2021-03-01,0.0
Lankaran,2021-04-01,0.0
Lankaran,2021-05-01,0.0
Lankaran,2021-06-01,0.0
Lankaran,2021-07-01,0.0
Lankaran,2021-08-01,0.0
Lankaran,2021-09-01,0.0
Lankaran,2021-10-01,0.0
Lankaran,2021-11-01,0.0
Lankaran,2021-12-01,0.0
Lankaran,2022-01-01,0.0
Lankaran,2022-02-01,0.0
Lankaran,2022-03-01,0.0
Lankaran,2022-04-01,0.0
Lankaran,2022-05-01,0.0
Lankaran,2022-06-01,0.0
Lankaran,2022-07-01,0.0
Lankaran,2022-08-01,0.0
Lankaran,2022-09-01,0.0
Lankaran,2022-10-01,0.0
Lankaran,2022-11-01,0.0
Lankaran,2022-12-01,0.0
Lankaran,2023-01-01,0.0
Lankaran,2023-02-01,0.0
Lankaran,2023-03-01,0.0
Lankaran,2023-04-01,0.0
Lankaran,2023-05-01,0.0
Lankaran,2023-06-01,0.0
Lankaran,2023-07-01,0.0
Lankaran,2023-08-01,0.0
Lankaran,2023-09-01,0.0
Lankaran,2023-10-01,0.0
Lankaran,2023-11-01,0.0
Lankaran,2023-12-01,0.0
Lankaran,2024-01-01,0.0
Lankaran,2024-02-01,0.0
Lankaran,2024-03-01,0.0
Lankaran,2024-04-01,0.0
Lankaran,2024-05-01,0.0
Lankaran,2024-06-01,0.0
Lankaran,2024-07-01,0.0
Lankaran,2024-08-01,0.0
Lankaran,2024-09-01,0.0
Lankaran,2024-10-01,0.0
Lankaran,2024-11-01,0.0
Lankaran,2024-12-01,0.0
Lankaran,2025-01-01,0.0
Lankaran,2025-02-01,0.0
Lankaran,2025-03-01,0.0
Lankaran,2025-04-01,0.0
Lankaran,2025-05-01,0.0
Lankaran,2025-06-01,0.0
Lankaran,2025-07-01,0.0
Lankaran,2025-08-01,25.019940625
Lankaran,2025-09-01,0.0
Lankaran,2025-10-01,0.0
Lankaran,2025-11-01,0.0
Lankaran,2025-12-01,0.0
Lankaran,2026-01-01,0.0
Lankaran,2026-02-01,0.0
Shaki,2020-01-01,0.0
Shaki,2020-02-01,0.0
Shaki,2020-03-01,0.0
Shaki,2020-04-01,0.0
Shaki,2020-05-01,0.0
Shaki,2020-06-01,0.0
Shaki,2020-07-01,0.0
Shaki,2020-08-01,0.0
Shaki,2020-09-01,0.0
Shaki,2020-10-01,27.58667911764706
Shaki,2020-11-01,0.0
Shaki,2020-12-01,0.0
Shaki,2021-01-01,0.0
Shaki,2021-02-01,0.0
Shaki,2021-03-01,0.0
Shaki,2021-04-01,0.0
Shaki,2021-05-01,0.0
Shaki,2021-06-01,0.0
Shaki,2021-07-01,0.0
Shaki,2021-08-01,0.0
Shaki,2021-09-01,0.0
Shaki,2021-10-01,0.0
Shaki,2021-11-01,0.0
Shaki,2021-12-01,0.0
Shaki,2022-01-01,0.0
Shaki,2022-02-01,0.0
Shaki,2022-03-01,0.0
Shaki,2022-04-01,0.0
Shaki,2022-05-01,0.0
Shaki,2022-06-01,0.0
Shaki,2022-07-01,0.0
Shaki,2022-08-01,0.0
Shaki,2022-09-01,0.0
Shaki,2022-10-01,0.0
Shaki,2022-11-01,0.0
Shaki,2022-12-01,0.0
Shaki,2023-01-01,0.0
Shaki,2023-02-01,0.0
Shaki,2023-03-01,0.0
Shaki,2023-04-01,0.0
Shaki,2023-05-01,0.0
Shaki,2023-06-01,0.0
Shaki,2023-07-01,0.0
Shaki,2023-08-01,0.0
Shaki,2023-09-01,0.0
Shaki,2023-10-01,0.0
Shaki,2023-11-01,0.0
Shaki,2023-12-01,0.0
Shaki,2024-01-01,0.0
Shaki,2024-02-01,0.0
Shaki,2024-03-01,0.0
Shaki,2024-04-01,0.0
Shaki,2024-05-01,0.0
Shaki,2024-06-01,0.0
Shaki,2024-07-01,0.0
Shaki,2024-08-01,0.0
Shaki,2024-09-01,0.0
Shaki,2024-10-01,0.0
Shaki,2024-11-01,0.0
Shaki,2024-12-01,0.0
Shaki,2025-01-01,0.0
Shaki,2025-02-01,0.0
Shaki,2025-03-01,0.0
Shaki,2025-04-01,0.0
Shaki,2025-05-01,0.0
Shaki,2025-06-01,0.0
Shaki,2025-07-01,0.0
Shaki,2025-08-01,0.0
Shaki,2025-09-01,0.0
Shaki,2025-10-01,0.0
Shaki,2025-11-01,0.0
Shaki,2025-12-01,0.0
Shaki,2026-01-01,0.0
Shaki,2026-02-01,0.0
Jalilabad,2020-01-01,0.0
Jalilabad,2020-02-01,0.0
Jalilabad,2020-03-01,0.0
Jalilabad,2020-04-01,19.03705595588235
Jalilabad,2020-05-01,0.0
Jalilabad,2020-06-01,0.0
Jalilabad,2020-07-01,75.0670703125
Jalilabad,2020-08-01,75.0656765625
Jalilabad,2020-09-01,1776.5823234375
Jalilabad,2020-10-01,0.0
Jalilabad,2020-11-01,0.0
Jalilabad,2020-12-01,0.0
Jalilabad,2021-01-01,0.0
Jalilabad,2021-02-01,0.0
Jalilabad,2021-03-01,0.0
Jalilabad,2021-04-01,0.0
Jalilabad,2021-05-01,343.74554841911765
Jalilabad,2021-06-01,0.0
Jalilabad,2021-07-01,0.0
Jalilabad,2021-08-01,0.0
Jalilabad,2021-09-01,0.0
Jalilabad,2021-10-01,0.0
Jalilabad,2021-11-01,0.0
Jalilabad,2021-12-01,0.0
Jalilabad,2022-01-01,0.0
Jalilabad,2022-02-01,0.0
Jalilabad,2022-03-01,0.0
Jalilabad,2022-04-01,0.0
Jalilabad,2022-05-01,75.0664515625
Jalilabad,2022-06-01,75.066503125
Jalilabad,2022-07-01,0.0
Jalilabad,2022-08-01,0.0
Jalilabad,2022-09-01,0.0
Jalilabad,2022-10-01,0.0
Jalilabad,2022-11-01,0.0
Jalilabad,2022-12-01,0.0
Jalilabad,2023-01-01,0.0
Jalilabad,2023-02-01,0.0
Jalilabad,2023-03-01,0.0
Jalilabad,2023-04-01,0.0
Jalilabad,2023-05-01,0.0
Jalilabad,2023-06-01,0.0
Jalilabad,2023-07-01,0.0
Jalilabad,2023-08-01,0.0
Jalilabad,2023-09-01,0.0
Jalilabad,2023-10-01,0.0
Jalilabad,2023-11-01,0.0
Jalilabad,2023-12-01,0.0
Jalilabad,2024-01-01,0.0
Jalilabad,2024-02-01,0.0
Jalilabad,2024-03-01,0.0
Jalilabad,2024-04-01,0.0
Jalilabad,2024-05-01,1124.751760055147
Jalilabad,2024-06-01,0.0
Jalilabad,2024-07-01,25.022390625
Jalilabad,2024-08-01,0.0
Jalilabad,2024-09-01,0.0
Jalilabad,2024-10-01,0.0
Jalilabad,2024-11-01,0.0
Jalilabad,2024-12-01,0.0
Jalilabad,2025-01-01,0.0
Jalilabad,2025-02-01,0.0
Jalilabad,2025-03-01,0.0
Jalilabad,2025-04-01,25.0228828125
Jalilabad,2025-05-01,148.56746009191176
Jalilabad,2025-06-01,50.045765625
Jalilabad,2025-07-01,73.00669194852941
Jalilabad,2025-08-01,0.0
Jalilabad,2025-09-01,50.044575
Jalilabad,2025-10-01,50.044421875
Jalilabad,2025-11-01,0.0
Jalilabad,2025-12-01,0.0
Jalilabad,2026-01-01,0.0
Jalilabad,2026-02-01,0.0
Sumqayit,2020-01-01,0.0
Sumqayit,2020-02-01,0.0
Sumqayit,2020-03-01,0.0
Sumqayit,2020-04-01,0.0
Sumqayit,2020-05-01,0.0
Sumqayit,2020-06-01,0.0
Sumqayit,2020-07-01,0.0
Sumqayit,2020-08-01,0.0
Sumqayit,2020-09-01,0.0
Sumqayit,2020-10-01,0.0
Sumqayit,2020-11-01,0.0
Sumqayit,2020-12-01,0.0
Sumqayit,2021-01-01,0.0
Sumqayit,2021-02-01,0.0
Sumqayit,2021-03-01,0.0
Sumqayit,2021-04-01,0.0
Sumqayit,2021-05-01,0.0
Sumqayit,2021-06-01,0.0
Sumqayit,2021-07-01,0.0
Sumqayit,2021-08-01,0.0
Sumqayit,2021-09-01,0.0
Sumqayit,2021-10-01,0.0
Sumqayit,2021-11-01,0.0
Sumqayit,2021-12-01,0.0
Sumqayit,2022-01-01,0.0
Sumqayit,2022-02-01,0.0
Sumqayit,2022-03-01,0.0
Sumqayit,2022-04-01,0.0
Sumqayit,2022-05-01,0.0
Sumqayit,2022-06-01,0.0
Sumqayit,2022-07-01,0.0
Sumqayit,2022-08-01,0.0
Sumqayit,2022-09-01,0.0
Sumqayit,2022-10-01,0.0
Sumqayit,2022-11-01,0.0
Sumqayit,2022-12-01,0.0
Sumqayit,2023-01-01,0.0
Sumqayit,2023-02-01,0.0
Sumqayit,2023-03-01,0.0
Sumqayit,2023-04-01,0.0
Sumqayit,2023-05-01,0.0
Sumqayit,2023-06-01,0.0
Sumqayit,2023-07-01,0.0
Sumqayit,2023-08-01,0.0
Sumqayit,2023-09-01,0.0
Sumqayit,2023-10-01,0.0
Sumqayit,2023-11-01,0.0
Sumqayit,2023-12-01,0.0
Sumqayit,2024-01-01,0.0
Sumqayit,2024-02-01,0.0
Sumqayit,2024-03-01,0.0
Sumqayit,2024-04-01,0.0
Sumqayit,2024-05-01,0.0
Sumqayit,2024-06-01,0.0
Sumqayit,2024-07-01,0.0
Sumqayit,2024-08-01,0.0
Sumqayit,2024-09-01,0.0
Sumqayit,2024-10-01,0.0
Sumqayit,2024-11-01,0.0
Sumqayit,2024-12-01,0.0
Sumqayit,2025-01-01,0.0
Sumqayit,2025-02-01,0.0
Sumqayit,2025-03-01,0.0
Sumqayit,2025-04-01,0.0
Sumqayit,2025-05-01,0.0
Sumqayit,2025-06-01,0.0
Sumqayit,2025-07-01,0.0
Sumqayit,2025-08-01,0.0
Sumqayit,2025-09-01,0.0
Sumqayit,2025-10-01,0.0
Sumqayit,2025-11-01,0.0
Sumqayit,2025-12-01,0.0
Sumqayit,2026-01-01,0.0
Sumqayit,2026-02-01,0.0
Mingachevir,2020-01-01,0.0
Mingachevir,2020-02-01,0.0
Mingachevir,2020-03-01,0.0
Mingachevir,2020-04-01,0.0
Mingachevir,2020-05-01,0.0
Mingachevir,2020-06-01,0.0
Mingachevir,2020-07-01,0.0
Mingachevir,2020-08-01,0.0
Mingachevir,2020-09-01,0.0
Mingachevir,2020-10-01,0.0
Mingachevir,2020-11-01,0.0
Mingachevir,2020-12-01,0.0
Mingachevir,2021-01-01,0.0
Mingachevir,2021-02-01,0.0
Mingachevir,2021-03-01,0.0
Mingachevir,2021-04-01,0.0
Mingachevir,2021-05-01,0.0
Mingachevir,2021-06-01,0.0
Mingachevir,2021-07-01,0.0
Mingachevir,2021-08-01,0.0
Mingachevir,2021-09-01,0.0
Mingachevir,2021-10-01,0.0
Mingachevir,2021-11-01,0.0
Mingachevir,2021-12-01,0.0
Mingachevir,2022-01-01,0.0
Mingachevir,2022-02-01,0.0
Mingachevir,2022-03-01,0.0
Mingachevir,2022-04-01,50.061296875
Mingachevir,2022-05-01,0.0
Mingachevir,2022-06-01,0.0
Mingachevir,2022-07-01,0.0
Mingachevir,2022-08-01,0.0
Mingachevir,2022-09-01,0.0
Mingachevir,2022-10-01,0.0
Mingachevir,2022-11-01,0.0
Mingachevir,2022-12-01,0.0
Mingachevir,2023-01-01,0.0
Mingachevir,2023-02-01,0.0
Mingachevir,2023-03-01,0.0
Mingachevir,2023-04-01,0.0
Mingachevir,2023-05-01,0.0
Mingachevir,2023-06-01,0.0
Mingachevir,2023-07-01,0.0
Mingachevir,2023-08-01,0.0
Mingachevir,2023-09-01,0.0
Mingachevir,2023-10-01,0.0
Mingachevir,2023-11-01,0.0
Mingachevir,2023-12-01,0.0
Mingachevir,2024-01-01,0.0
Mingachevir,2024-02-01,0.0
Mingachevir,2024-03-01,0.0
Mingachevir,2024-04-01,0.0
Mingachevir,2024-05-01,0.0
Mingachevir,2024-06-01,0.0
Mingachevir,2024-07-01,0.0
Mingachevir,2024-08-01,0.0
Mingachevir,2024-09-01,0.0
Mingachevir,2024-10-01,0.0
Mingachevir,2024-11-01,0.0
Mingachevir,2024-12-01,0.0
Mingachevir,2025-01-01,0.0
Mingachevir,2025-02-01,0.0
Mingachevir,2025-03-01,0.0
Mingachevir,2025-04-01,0.0
Mingachevir,2025-05-01,0.0
Mingachevir,2025-06-01,0.0
Mingachevir,2025-07-01,0.0
Mingachevir,2025-08-01,0.0
