City,Date,Burned_Area_hectares
Mingachevir,2025-09-01,0.0
Mingachevir,2025-10-01,0.0
Mingachevir,2025-11-01,0.0
Mingachevir,2025-12-01,0.0
Mingachevir,2026-01-01,0.0
Mingachevir,2026-02-01,0.0
Shirvan,2020-01-01,0.0
Shirvan,2020-02-01,0.0
Shirvan,2020-03-01,0.0
Shirvan,2020-04-01,0.0
Shirvan,2020-05-01,0.0
Shirvan,2020-06-01,0.0
Shirvan,2020-07-01,0.0
Shirvan,2020-08-01,0.0
Shirvan,2020-09-01,0.0
Shirvan,2020-10-01,0.0
Shirvan,2020-11-01,0.0
Shirvan,2020-12-01,0.0
Shirvan,2021-01-01,0.0
Shirvan,2021-02-01,0.0
Shirvan,2021-03-01,0.0
Shirvan,2021-04-01,0.0
Shirvan,2021-05-01,50.0528125
Shirvan,2021-06-01,0.0
Shirvan,2021-07-01,0.0
Shirvan,2021-08-01,0.0
Shirvan,2021-09-01,0.0
Shirvan,2021-10-01,0.0
Shirvan,2021-11-01,0.0
Shirvan,2021-12-01,0.0
Shirvan,2022-01-01,0.0
Shirvan,2022-02-01,0.0
Shirvan,2022-03-01,0.0
Shirvan,2022-04-01,0.0
Shirvan,2022-05-01,0.0
Shirvan,2022-06-01,0.0
Shirvan,2022-07-01,0.0
Shirvan,2022-08-01,0.0
Shirvan,2022-09-01,0.0
Shirvan,2022-10-01,0.0
Shirvan,2022-11-01,0.0
Shirvan,2022-12-01,0.0
Shirvan,2023-01-01,0.0
Shirvan,2023-02-01,250.25773125
Shirvan,2023-03-01,0.0
Shirvan,2023-04-01,0.0
Shirvan,2023-05-01,0.0
Shirvan,2023-06-01,0.0
Shirvan,2023-07-01,0.0
Shirvan,2023-08-01,0.0
Shirvan,2023-09-01,0.0
Shirvan,2023-10-01,0.0
Shirvan,2023-11-01,0.0
Shirvan,2023-12-01,0.0
Shirvan,2024-01-01,0.0
Shirvan,2024-02-01,0.0
Shirvan,2024-03-01,0.0
Shirvan,2024-04-01,0.0
Shirvan,2024-05-01,0.0
Shirvan,2024-06-01,0.0
Shirvan,2024-07-01,0.0
Shirvan,2024-08-01,0.0
Shirvan,2024-09-01,0.0
Shirvan,2024-10-01,0.0
Shirvan,2024-11-01,0.0
Shirvan,2024-12-01,0.0
Shirvan,2025-01-01,0.0
Shirvan,2025-02-01,0.0
Shirvan,2025-03-01,0.0
Shirvan,2025-04-01,0.0
Shirvan,2025-05-01,0.0
Shirvan,2025-06-01,0.0
Shirvan,2025-07-01,0.0
Shirvan,2025-08-01,0.0
Shirvan,2025-09-01,25.026978125
Shirvan,2025-10-01,0.0
Shirvan,2025-11-01,0.0
Shirvan,2025-12-01,0.0
Shirvan,2026-01-01,0.0
Shirvan,2026-02-01,0.0
Quba,2020-01-01,0.0
Quba,2020-02-01,0.0
Quba,2020-03-01,0.0
Quba,2020-04-01,0.0
Quba,2020-05-01,0.0
Quba,2020-06-01,0.0
Quba,2020-07-01,0.0
Quba,2020-08-01,0.0
Quba,2020-09-01,0.0
Quba,2020-10-01,0.0
Quba,2020-11-01,0.0
Quba,2020-12-01,0.0
Quba,2021-01-01,0.0
Quba,2021-02-01,0.0
Quba,2021-03-01,0.0
Quba,2021-04-01,0.0
Quba,2021-05-01,0.0
Quba,2021-06-01,0.0
Quba,2021-07-01,0.0
Quba,2021-08-01,0.0
Quba,2021-09-01,0.0
Quba,2021-10-01,0.0
Quba,2021-11-01,0.0
Quba,2021-12-01,0.0
Quba,2022-01-01,0.0
Quba,2022-02-01,0.0
Quba,2022-03-01,0.0
Quba,2022-04-01,0.0
Quba,2022-05-01,0.0
Quba,2022-06-01,0.0
Quba,2022-07-01,0.0
Quba,2022-08-01,10.995368039215686
Quba,2022-09-01,0.0
Quba,2022-10-01,0.0
Quba,2022-11-01,0.0
Quba,2022-12-01,0.0
Quba,2023-01-01,0.0
Quba,2023-02-01,0.0
Quba,2023-03-01,0.0
Quba,2023-04-01,0.0
Quba,2023-05-01,0.0
Quba,2023-06-01,0.0
Quba,2023-07-01,0.0
Quba,2023-08-01,0.0
Quba,2023-09-01,0.0
Quba,2023-10-01,0.0
Quba,2023-11-01,0.0
Quba,2023-12-01,0.0
Quba,2024-01-01,0.0
Quba,2024-02-01,0.0
Quba,2024-03-01,0.0
Quba,2024-04-01,0.0
Quba,2024-05-01,0.0
Quba,2024-06-01,0.0
Quba,2024-07-01,0.0
Quba,2024-08-01,0.0
Quba,2024-09-01,0.0
Quba,2024-10-01,0.0
Quba,2024-11-01,0.0
Quba,2024-12-01,0.0
Quba,2025-01-01,0.0
Quba,2025-02-01,0.0
Quba,2025-03-01,0.0
Quba,2025-04-01,0.0
Quba,2025-05-01,0.0
Quba,2025-06-01,0.0
Quba,2025-07-01,0.0
Quba,2025-08-01,0.0
Quba,2025-09-01,0.0
Quba,2025-10-01,0.0
Quba,2025-11-01,0.0
Quba,2025-12-01,0.0
Quba,2026-01-01,0.0
Quba,2026-02-01,0.0
Khachmaz,2020-01-01,0.0
Khachmaz,2020-02-01,0.0
Khachmaz,2020-03-01,0.0
Khachmaz,2020-04-01,0.0
Khachmaz,2020-05-01,0.0
Khachmaz,2020-06-01,0.0
Khachmaz,2020-07-01,0.0
Khachmaz,2020-08-01,100.1369921875
Khachmaz,2020-09-01,25.034228125
Khachmaz,2020-10-01,0.0
Khachmaz,2020-11-01,0.0
Khachmaz,2020-12-01,0.0
Khachmaz,2021-01-01,0.0
Khachmaz,2021-02-01,0.0
Khachmaz,2021-03-01,0.0
Khachmaz,2021-04-01,0.0
Khachmaz,2021-05-01,0.0
Khachmaz,2021-06-01,0.0
Khachmaz,2021-07-01,0.0
Khachmaz,2021-08-01,0.0
Khachmaz,2021-09-01,0.0
Khachmaz,2021-10-01,0.0
Khachmaz,2021-11-01,0.0
Khachmaz,2021-12-01,0.0
Khachmaz,2022-01-01,0.0
Khachmaz,2022-02-01,0.0
Khachmaz,2022-03-01,0.0
Khachmaz,2022-04-01,0.0
Khachmaz,2022-05-01,0.0
Khachmaz,2022-06-01,0.0
Khachmaz,2022-07-01,0.0
Khachmaz,2022-08-01,50.06819375
Khachmaz,2022-09-01,0.0
Khachmaz,2022-10-01,0.0
Khachmaz,2022-11-01,0.0
Khachmaz,2022-12-01,0.0
Khachmaz,2023-01-01,0.0
Khachmaz,2023-02-01,0.0
Khachmaz,2023-03-01,0.0
Khachmaz,2023-04-01,0.0
Khachmaz,2023-05-01,0.0
Khachmaz,2023-06-01,0.0
Khachmaz,2023-07-01,0.0
Khachmaz,2023-08-01,0.0
Khachmaz,2023-09-01,0.0
Khachmaz,2023-10-01,0.0
Khachmaz,2023-11-01,0.0
Khachmaz,2023-12-01,0.0
Khachmaz,2024-01-01,0.0
Khachmaz,2024-02-01,0.0
Khachmaz,2024-03-01,0.0
Khachmaz,2024-04-01,0.0
Khachmaz,2024-05-01,0.0
Khachmaz,2024-06-01,0.0
Khachmaz,2024-07-01,0.0
Khachmaz,2024-08-01,0.0
Khachmaz,2024-09-01,0.0
Khachmaz,2024-10-01,0.0
Khachmaz,2024-11-01,0.0
Khachmaz,2024-12-01,0.0
Khachmaz,2025-01-01,0.0
Khachmaz,2025-02-01,0.0
Khachmaz,2025-03-01,0.0
Khachmaz,2025-04-01,0.0
Khachmaz,2025-05-01,0.0
Khachmaz,2025-06-01,0.0
Khachmaz,2025-07-01,0.0
Khachmaz,2025-08-01,0.0
Khachmaz,2025-09-01,0.0
Khachmaz,2025-10-01,0.0
Khachmaz,2025-11-01,0.0
Khachmaz,2025-12-01,0.0
Khachmaz,2026-01-01,0.0
Khachmaz,2026-02-01,0.0
Yevlakh,2020-01-01,0.0
Yevlakh,2020-02-01,0.0
Yevlakh,2020-03-01,0.0
Yevlakh,2020-04-01,0.0
Yevlakh,2020-05-01,0.0
Yevlakh,2020-06-01,0.0
Yevlakh,2020-07-01,0.0
Yevlakh,2020-08-01,0.0
Yevlakh,2020-09-01,0.0
Yevlakh,2020-10-01,0.0
Yevlakh,2020-11-01,0.0
Yevlakh,2020-12-01,0.0
Yevlakh,2021-01-01,0.0
Yevlakh,2021-02-01,0.0
Yevlakh,2021-03-01,0.0
Yevlakh,2021-04-01,0.0
Yevlakh,2021-05-01,0.0
Yevlakh,2021-06-01,0.0
Yevlakh,2021-07-01,0.0
Yevlakh,2021-08-01,0.0
Yevlakh,2021-09-01,0.0
Yevlakh,2021-10-01,0.0
Yevlakh,2021-11-01,0.0
Yevlakh,2021-12-01,0.0
Yevlakh,2022-01-01,0.0
Yevlakh,2022-02-01,0.0
Yevlakh,2022-03-01,0.0
Yevlakh,2022-04-01,50.061296875
Yevlakh,2022-05-01,0.0
Yevlakh,2022-06-01,0.0
Yevlakh,2022-07-01,0.0
Yevlakh,2022-08-01,0.0
Yevlakh,2022-09-01,0.0
Yevlakh,2022-10-01,0.0
Yevlakh,2022-11-01,0.0
Yevlakh,2022-12-01,0.0
Yevlakh,2023-01-01,0.0
Yevlakh,2023-02-01,0.0
Yevlakh,2023-03-01,0.0
Yevlakh,2023-04-01,0.0
Yevlakh,2023-05-01,0.0
Yevlakh,2023-06-01,0.0
Yevlakh,2023-07-01,0.0
Yevlakh,2023-08-01,0.0
Yevlakh,2023-09-01,0.0
Yevlakh,2023-10-01,0.0
Yevlakh,2023-11-01,0.0
Yevlakh,2023-12-01,0.0
Yevlakh,2024-01-01,0.0
Yevlakh,2024-02-01,175.2114875
Yevlakh,2024-03-01,0.0
Yevlakh,2024-04-01,0.0
Yevlakh,2024-05-01,0.0
Yevlakh,2024-06-01,0.0
Yevlakh,2024-07-01,0.0
Yevlakh,2024-08-01,0.0
Yevlakh,2024-09-01,0.0
Yevlakh,2024-10-01,0.0
Yevlakh,2024-11-01,0.0
Yevlakh,2024-12-01,0.0
Yevlakh,2025-01-01,0.0
Yevlakh,2025-02-01,0.0
Yevlakh,2025-03-01,0.0
Yevlakh,2025-04-01,0.0
Yevlakh,2025-05-01,0.0
Yevlakh,2025-06-01,0.0
Yevlakh,2025-07-01,0.0
Yevlakh,2025-08-01,0.0
Yevlakh,2025-09-01,0.0
Yevlakh,2025-10-01,0.0
Yevlakh,2025-11-01,0.0
Yevlakh,2025-12-01,0.0
Yevlakh,2026-01-01,0.0
Yevlakh,2026-02-01,0.0
Gabala,2020-01-01,0.0
Gabala,2020-02-01,0.0
Gabala,2020-03-01,0.0
Gabala,2020-04-01,0.0
Gabala,2020-05-01,0.0
Gabala,2020-06-01,0.0
Gabala,2020-07-01,0.0
Gabala,2020-08-01,0.0
Gabala,2020-09-01,75.0950515625
Gabala,2020-10-01,0.0
Gabala,2020-11-01,0.0
Gabala,2020-12-01,0.0
Gabala,2021-01-01,0.0
Gabala,2021-02-01,0.0
Gabala,2021-03-01,0.0
Gabala,2021-04-01,0.0
Gabala,2021-05-01,0.0
Gabala,2021-06-01,0.0
Gabala,2021-07-01,0.0
Gabala,2021-08-01,1326.7249140625
Gabala,2021-09-01,125.1631390625
Gabala,2021-10-01,0.0
Gabala,2021-11-01,0.0
Gabala,2021-12-01,0.0
Gabala,2022-01-01,0.0
Gabala,2022-02-01,0.0
Gabala,2022-03-01,0.0
Gabala,2022-04-01,0.0
Gabala,2022-05-01,25.033259375
Gabala,2022-06-01,0.0
Gabala,2022-07-01,0.0
Gabala,2022-08-01,0.0
Gabala,2022-09-01,25.03260625
Gabala,2022-10-01,0.0
Gabala,2022-11-01,0.0
Gabala,2022-12-01,0.0
Gabala,2023-01-01,0.0
Gabala,2023-02-01,0.0
Gabala,2023-03-01,0.0
Gabala,2023-04-01,0.0
Gabala,2023-05-01,0.0
Gabala,2023-06-01,0.0
Gabala,2023-07-01,0.0
Gabala,2023-08-01,0.0
Gabala,2023-09-01,0.0
Gabala,2023-10-01,0.19633745098039215
Gabala,2023-11-01,0.0
Gabala,2023-12-01,0.0
Gabala,2024-01-01,0.0
Gabala,2024-02-01,0.0
Gabala,2024-03-01,0.0
Gabala,2024-04-01,0.0
Gabala,2024-05-01,0.0
Gabala,2024-06-01,0.0
Gabala,2024-07-01,7.853588235294118
Gabala,2024-08-01,0.0
Gabala,2024-09-01,0.0
Gabala,2024-10-01,0.0
Gabala,2024-11-01,0.0
Gabala,2024-12-01,0.0
Gabala,2025-01-01,0.0
Gabala,2025-02-01,0.0
Gabala,2025-03-01,0.0
Gabala,2025-04-01,0.0
Gabala,2025-05-01,0.0
Gabala,2025-06-01,0.0
Gabala,2025-07-01,0.0
Gabala,2025-08-01,0.0
Gabala,2025-09-01,0.0
Gabala,2025-10-01,0.0
Gabala,2025-11-01,0.0
Gabala,2025-12-01,0.0
Gabala,2026-01-01,0.0
Gabala,2026-02-01,0.0
Shamakhi,2020-01-01,0.0
Shamakhi,2020-02-01,0.0
Shamakhi,2020-03-01,0.0
Shamakhi,2020-04-01,0.0
Shamakhi,2020-05-01,0.0
Shamakhi,2020-06-01,0.0
Shamakhi,2020-07-01,0.0
Shamakhi,2020-08-01,0.0
Shamakhi,2020-09-01,0.0
Shamakhi,2020-10-01,0.0
Shamakhi,2020-11-01,0.0
Shamakhi,2020-12-01,0.0
Shamakhi,2021-01-01,0.0
Shamakhi,2021-02-01,0.0
Shamakhi,2021-03-01,0.0
Shamakhi,2021-04-01,0.0
Shamakhi,2021-05-01,0.0
Shamakhi,2021-06-01,0.0
Shamakhi,2021-07-01,0.0
Shamakhi,2021-08-01,2427.8796359375
Shamakhi,2021-09-01,0.0
Shamakhi,2021-10-01,0.0
Shamakhi,2021-11-01,0.0
Shamakhi,2021-12-01,0.0
Shamakhi,2022-01-01,0.0
Shamakhi,2022-02-01,0.0
Shamakhi,2022-03-01,0.0
Shamakhi,2022-04-01,0.0
Shamakhi,2022-05-01,0.0
Shamakhi,2022-06-01,0.0
Shamakhi,2022-07-01,0.0
Shamakhi,2022-08-01,0.0
Shamakhi,2022-09-01,0.0
Shamakhi,2022-10-01,0.0
Shamakhi,2022-11-01,0.0
Shamakhi,2022-12-01,0.0
Shamakhi,2023-01-01,0.0
Shamakhi,2023-02-01,0.0
Shamakhi,2023-03-01,0.0
Shamakhi,2023-04-01,0.0
Shamakhi,2023-05-01,0.0
Shamakhi,2023-06-01,0.0
Shamakhi,2023-07-01,0.0
Shamakhi,2023-08-01,0.0
Shamakhi,2023-09-01,0.0
Shamakhi,2023-10-01,0.0
Shamakhi,2023-11-01,0.0
Shamakhi,2023-12-01,0.0
Shamakhi,2024-01-01,0.0
Shamakhi,2024-02-01,0.0
Shamakhi,2024-03-01,0.0
Shamakhi,2024-04-01,0.0
Shamakhi,2024-05-01,0.0
Shamakhi,2024-06-01,0.0
Shamakhi,2024-07-01,0.0
Shamakhi,2024-08-01,0.0
Shamakhi,2024-09-01,0.0
Shamakhi,2024-10-01,0.0
Shamakhi,2024-11-01,0.0
Shamakhi,2024-12-01,0.0
Shamakhi,2025-01-01,0.0
Shamakhi,2025-02-01,0.0
Shamakhi,2025-03-01,0.0
Shamakhi,2025-04-01,0.0
Shamakhi,2025-05-01,0.0
Shamakhi,2025-06-01,0.0
Shamakhi,2025-07-01,0.0
Shamakhi,2025-08-01,0.0
Shamakhi,2025-09-01,350.419359375
Shamakhi,2025-10-01,0.0
Shamakhi,2025-11-01,0.0
Shamakhi,2025-12-01,0.0
Shamakhi,2026-01-01,0.0
Shamakhi,2026-02-01,0.0
Nakhchivan,2020-01-01,0.0
Nakhchivan,2020-02-01,0.0
Nakhchivan,2020-03-01,0.0
Nakhchivan,2020-04-01,0.0
Nakhchivan,2020-05-01,0.0
Nakhchivan,2020-06-01,0.0
Nakhchivan,2020-07-01,0.0
Nakhchivan,2020-08-01,0.0
Nakhchivan,2020-09-01,0.0
Nakhchivan,2020-10-01,0.0
Nakhchivan,2020-11-01,0.0
Nakhchivan,2020-12-01,0.0
Nakhchivan,2021-01-01,0.0
Nakhchivan,2021-02-01,0.0
Nakhchivan,2021-03-01,0.0
Nakhchivan,2021-04-01,0.0
Nakhchivan,2021-05-01,0.0
Nakhchivan,2021-06-01,0.0
Nakhchivan,2021-07-01,0.0
Nakhchivan,2021-08-01,0.0
Nakhchivan,2021-09-01,0.0
Nakhchivan,2021-10-01,0.0
Nakhchivan,2021-11-01,0.0
Nakhchivan,2021-12-01,0.0
Nakhchivan,2022-01-01,0.0
Nakhchivan,2022-02-01,0.0
Nakhchivan,2022-03-01,0.0
Nakhchivan,2022-04-01,0.0
Nakhchivan,2022-05-01,0.0
Nakhchivan,2022-06-01,0.0
Nakhchivan,2022-07-01,0.0
Nakhchivan,2022-08-01,0.0
Nakhchivan,2022-09-01,0.0
Nakhchivan,2022-10-01,0.0
Nakhchivan,2022-11-01,0.0
Nakhchivan,2022-12-01,0.0
Nakhchivan,2023-01-01,0.0
Nakhchivan,2023-02-01,0.0
Nakhchivan,2023-03-01,0.0
Nakhchivan,2023-04-01,0.0
Nakhchivan,2023-05-01,0.0
Nakhchivan,2023-06-01,0.0
Nakhchivan,2023-07-01,0.0
Nakhchivan,2023-08-01,0.0
Nakhchivan,2023-09-01,0.0
Nakhchivan,2023-10-01,0.0
Nakhchivan,2023-11-01,0.0
Nakhchivan,2023-12-01,0.0
Nakhchivan,2024-01-01,0.0
Nakhchivan,2024-02-01,0.0
Nakhchivan,2024-03-01,0.0
Nakhchivan,2024-04-01,0.0
Nakhchivan,2024-05-01,0.0
Nakhchivan,2024-06-01,0.0
Nakhchivan,2024-07-01,0.0
Nakhchivan,2024-08-01,0.0
Nakhchivan,2024-09-01,0.0
Nakhchivan,2024-10-01,0.0
Nakhchivan,2024-11-01,0.0
Nakhchivan,2024-12-01,0.0
Nakhchivan,2025-01-01,0.0
Nakhchivan,2025-02-01,0.0
Nakhchivan,2025-03-01,0.0
Nakhchivan,2025-04-01,0.0
Nakhchivan,2025-05-01,0.0
Nakhchivan,2025-06-01,0.0
Nakhchivan,2025-07-01,0.0
Nakhchivan,2025-08-01,0.0
Nakhchivan,2025-09-01,0.0
Nakhchivan,2025-10-01,0.0
Nakhchivan,2025-11-01,0.0
Nakhchivan,2025-12-01,0.0
Nakhchivan,2026-01-01,0.0
Nakhchivan,2026-02-01,0.0
Barda,2020-01-01,0.0
Barda,2020-02-01,0.0
Barda,2020-03-01,0.0
Barda,2020-04-01,0.0
Barda,2020-05-01,0.0
Barda,2020-06-01,0.0
Barda,2020-07-01,0.0
Barda,2020-08-01,0.0
Barda,2020-09-01,0.0
Barda,2020-10-01,0.0
Barda,2020-11-01,0.0
Barda,2020-12-01,0.0
Barda,2021-01-01,0.0
Barda,2021-02-01,0.0
Barda,2021-03-01,0.0
Barda,2021-04-01,0.0
Barda,2021-05-01,0.0
Barda,2021-06-01,0.0
Barda,2021-07-01,0.0
Barda,2021-08-01,0.0
Barda,2021-09-01,0.0
Barda,2021-10-01,0.0
Barda,2021-11-01,0.0
Barda,2021-12-01,0.0
Barda,2022-01-01,0.0
Barda,2022-02-01,0.0
Barda,2022-03-01,0.0
Barda,2022-04-01,0.0
Barda,2022-05-01,0.0
Barda,2022-06-01,0.0
Barda,2022-07-01,0.0
Barda,2022-08-01,0.0
Barda,2022-09-01,0.0
Barda,2022-10-01,0.0
Barda,2022-11-01,0.0
Barda,2022-12-01,0.0
Barda,2023-01-01,0.0
Barda,2023-02-01,0.0
Barda,2023-03-01,0.0
Barda,2023-04-01,0.0
Barda,2023-05-01,0.0
Barda,2023-06-01,0.0
Barda,2023-07-01,0.0
Barda,2023-08-01,0.0
Barda,2023-09-01,0.0
Barda,2023-10-01,0.0
Barda,2023-11-01,0.0
Barda,2023-12-01,0.0
Barda,2024-01-01,0.0
Barda,2024-02-01,0.0
Barda,2024-03-01,0.0
Barda,2024-04-01,0.0
Barda,2024-05-01,0.0
Barda,2024-06-01,0.0
Barda,2024-07-01,0.0
Barda,2024-08-01,0.0
Barda,2024-09-01,0.0
Barda,2024-10-01,0.0
Barda,2024-11-01,0.0
Barda,2024-12-01,0.0
Barda,2025-01-01,0.0
Barda,2025-02-01,0.0
Barda,2025-03-01,0.0
Barda,2025-04-01,0.0
Barda,2025-05-01,0.0
Barda,2025-06-01,0.0
Barda,2025-07-01,0.0
Barda,2025-08-01,0.0
Barda,2025-09-01,0.0
Barda,2025-10-01,0.0
Barda,2025-11-01,0.0
Barda,2025-12-01,0.0
Barda,2026-01-01,0.0
Barda,2026-02-01,0.0
